Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
6750          6750          +209.493      +651.98       +699.363      +33.2452      -1218         -235.067      +1594.08      -1453.07      +141.01       
6751          6751          +237.687      +665.23       +698.237      +39.5091      -1212.11      -216.285      +1640.66      -1428.39      +212.27       
6752          6752          +249.143      +681.922      +697.995      +34.7892      -1195.75      -234.827      +1663.85      -1430.57      +233.277      
6753          6753          +238.119      +695.115      +674.568      +31.1272      -1212.23      -215.569      +1638.93      -1427.8       +211.134      
6754          6754          +228.009      +637.844      +692.171      +34.7659      -1221.01      -228.414      +1592.79      -1449.42      +143.367      
6755          6755          +222.571      +641.43       +686.375      +38.4682      -1212.94      -232.067      +1588.84      -1445.01      +143.835      
6756          6756          +241.203      +650.327      +702.147      +32.0038      -1230.33      -256.071      +1625.68      -1486.4       +139.276      
6757          6757          +233.849      +692.069      +688.716      +40.1364      -1238.44      -201.123      +1654.77      -1439.56      +215.21       
6758          6758          +217.44       +718.688      +686.556      +36.8353      -1248.12      -206.392      +1659.52      -1454.51      +205.007      
6759          6759          +236.024      +662.947      +692.985      +41.4036      -1252.33      -218.336      +1633.36      -1470.67      +162.689      
6760          6760          +239.121      +680.224      +693.646      +38.2641      -1231.28      -223.723      +1651.26      -1455.01      +196.248      
6761          6761          +233.109      +682.992      +696.563      +44.722       -1244.02      -243.734      +1657.39      -1487.76      +169.628      
6762          6762          +233.457      +652.342      +673.853      +29.1369      -1224.3       -234.071      +1588.79      -1458.38      +130.414      
6763          6763          +240.346      +602.112      +686.478      +41.8926      -1225.17      -224.696      +1570.83      -1449.87      +120.958      
6764          6764          +237.148      +688.292      +691.827      +31.845       -1226.04      -235.105      +1649.11      -1461.15      +187.965      
6765          6765          +241.866      +714.33       +682.115      +36.6554      -1276.98      -220.736      +1674.97      -1497.72      +177.247      
6766          6766          +223.263      +706.141      +685.959      +31.8515      -1264.65      -208.269      +1647.21      -1472.92      +174.293      
6767          6767          +236.235      +639.894      +688.684      +31.567       -1242.18      -200.411      +1596.38      -1442.59      +153.794      
6768          6768          +215.998      +699.478      +691.15       +37.7135      -1230.58      -206.186      +1644.34      -1436.77      +207.573      
6769          6769          +207.747      +691.449      +715.284      +36.8539      -1239.75      -205.442      +1651.33      -1445.19      +206.142      
6770          6770          +205.801      +668.388      +683.214      +33.6471      -1253.2       -211.289      +1591.05      -1464.49      +126.561      
6771          6771          +237.065      +648.492      +693.615      +28.2577      -1274.21      -224.139      +1607.43      -1498.35      +109.077      
6772          6772          +237.222      +676.172      +687.442      +41.9637      -1299.67      -215.041      +1642.8       -1514.72      +128.084      
6773          6773          +244.314      +683.49       +705.633      +35.0258      -1280.89      -209.049      +1668.46      -1489.94      +178.523      
6774          6774          +216.259      +666.818      +678.453      +37.377       -1253.81      -231.965      +1598.91      -1485.78      +113.129      
6775          6775          +231.714      +641.357      +694.221      +35.6539      -1231.39      -216.322      +1602.95      -1447.71      +155.232      
6776          6776          +228.735      +671.843      +684.916      +32.4728      -1240.2       -209.578      +1617.97      -1449.78      +168.188      
6777          6777          +210.203      +667.627      +682.897      +37.5272      -1241.79      -217.989      +1598.25      -1459.78      +138.477      
6778          6778          +220.442      +664.877      +676.975      +32.8287      -1268.53      -208.472      +1595.12      -1477         +118.12       
6779          6779          +233.593      +654.733      +685.147      +31.1925      -1243.49      -243.28       +1604.66      -1486.77      +117.895      
6780          6780          +242.577      +684.738      +686.002      +40.3168      -1222.21      -235.545      +1653.63      -1457.76      +195.876      
6781          6781          +209.885      +648.099      +687.815      +36.5419      -1225.43      -210.462      +1582.34      -1435.9       +146.445      
6782          6782          +223.364      +636.125      +676.827      +44.422       -1221.02      -224.945      +1580.74      -1445.96      +134.777      
6783          6783          +233.596      +656.468      +684.695      +39.2899      -1228.46      -229.363      +1614.05      -1457.82      +156.228      
6784          6784          +241.455      +678          +669.645      +37.4876      -1245.65      -212.11       +1626.59      -1457.76      +168.83       
6785          6785          +226.725      +669.242      +671.287      +27.6823      -1254.78      -215.211      +1594.94      -1469.99      +124.949      
6786          6786          +221.364      +661.181      +677.968      +31.6358      -1208.96      -233.877      +1592.15      -1442.84      +149.309      
6787          6787          +215.066      +672.661      +688.81       +32.6798      -1226.8       -216.111      +1609.22      -1442.91      +166.303      
6788          6788          +229.017      +641.49       +695.412      +35.0387      -1236.77      -229.369      +1600.96      -1466.14      +134.823      
6789          6789          +210.076      +680.203      +679.073      +32.6151      -1228.1       -222.638      +1601.97      -1450.74      +151.23       
6790          6790          +241.847      +686.223      +685.078      +37.695       -1232.81      -214.553      +1650.84      -1447.36      +203.482      
6791          6791          +219.369      +689.312      +680.615      +36.5652      -1241.32      -215.112      +1625.86      -1456.43      +169.427      
6792          6792          +225.724      +682.88       +685.574      +34.2307      -1239.45      -212.03       +1628.41      -1451.48      +176.933      
6793          6793          +233.669      +688.455      +685.103      +34.7757      -1233.38      -242.113      +1642         -1475.5       +166.508      
6794          6794          +224.347      +665.343      +671.558      +32.6988      -1212.44      -231.12       +1593.95      -1443.56      +150.389      
6795          6795          +222.717      +684.44       +678.798      +39.3127      -1271.78      -223.393      +1625.27      -1495.17      +130.095      
6796          6796          +225.664      +662.721      +694.593      +35.6121      -1225.89      -216.421      +1618.59      -1442.31      +176.282      
6797          6797          +245.319      +659.763      +689.802      +39.275       -1263.83      -213.18       +1634.16      -1477.01      +157.154      
6798          6798          +231.772      +685.256      +696.679      +34.8084      -1266.9       -219.913      +1648.52      -1486.81      +161.706      
6799          6799          +218.683      +661.033      +689.683      +47.9059      -1263.27      -211.913      +1617.31      -1475.18      +142.125      
6800          6800          +248.037      +653.699      +693.81       +31.6764      -1254.44      -216.188      +1627.22      -1470.63      +156.594      
6801          6801          +221.497      +669.308      +690.075      +33.6437      -1246.08      -244.719      +1614.52      -1490.8       +123.723      
6802          6802          +214.162      +662.331      +690.663      +36.0426      -1227.44      -236.814      +1603.2       -1464.25      +138.948      
6803          6803          +212.309      +672.102      +679.859      +40.4702      -1250.12      -205.28       +1604.74      -1455.4       +149.342      
6804          6804          +231.086      +671.535      +695.4        +37.7758      -1260.41      -242.486      +1635.8       -1502.9       +132.898      
6805          6805          +217.2        +649.797      +679.319      +39.1543      -1239.38      -240.347      +1585.47      -1479.73      +105.738      
6806          6806          +216.816      +630.152      +678.153      +34.4996      -1236.71      -239.006      +1559.62      -1475.72      +83.9004      
6807          6807          +214.888      +711.305      +684.493      +40.5464      -1242.99      -242.431      +1651.23      -1485.42      +165.809      
6808          6808          +238.612      +671.676      +683.493      +33.9261      -1247.74      -215.933      +1627.71      -1463.67      +164.034      
6809          6809          +255.655      +655.055      +693.04       +46.3261      -1270.34      -233.334      +1650.08      -1503.67      +146.403      
6810          6810          +232.12       +673.488      +689.16       +40.8733      -1247.16      -209.913      +1635.64      -1457.07      +178.572      
6811          6811          +233.184      +714.216      +700.153      +40.9532      -1267.34      -225.755      +1688.51      -1493.09      +195.414      
6812          6812          +218.766      +668.316      +697.889      +34.9714      -1235.78      -216.939      +1619.94      -1452.72      +167.22       
6813          6813          +221.982      +668.25       +685.903      +37.9803      -1248.93      -227.241      +1614.11      -1476.17      +137.941      
6814          6814          +260.464      +688.826      +683.479      +35.4609      -1259.24      -217.09       +1668.23      -1476.33      +191.905      
6815          6815          +246.627      +706.04       +683.751      +37.8162      -1262.81      -227.501      +1674.23      -1490.31      +183.92       
6816          6816          +231.222      +684.932      +664.332      +32.7476      -1247.93      -222.757      +1613.23      -1470.69      +142.547      
6817          6817          +252.107      +699.294      +681.465      +44.246       -1257.3       -215.874      +1677.11      -1473.18      +203.936      
6818          6818          +242.204      +669.127      +688.592      +47.0199      -1249         -228.67       +1646.94      -1477.67      +169.274      
6819          6819          +223.613      +702.852      +680.984      +36.5055      -1248.92      -249.933      +1643.95      -1498.86      +145.097      
6820          6820          +217.822      +699.627      +679.513      +37.2311      -1246.87      -220.491      +1634.19      -1467.36      +166.838      
6821          6821          +268.756      +673.897      +684.649      +33.3369      -1292.23      -225.067      +1660.64      -1517.3       +143.34       
6822          6822          +242.49       +658.978      +695.71       +45.553       -1264.86      -209.769      +1642.73      -1474.63      +168.101      
6823          6823          +234.018      +667.189      +687.278      +34.2328      -1262.59      -237.363      +1622.72      -1499.96      +122.761      
6824          6824          +212.233      +692.207      +704.18       +39.7874      -1267.5       -231.407      +1648.41      -1498.91      +149.497      
6825          6825          +215.354      +685.096      +686.71       +34.655       -1267.46      -223.934      +1621.81      -1491.39      +130.424      
6826          6826          +247.359      +684.027      +690.381      +35.239       -1244.74      -231.275      +1657.01      -1476.02      +180.99       
6827          6827          +228.293      +686.863      +695.73       +38.3007      -1269.97      -221.052      +1649.19      -1491.02      +158.169      
6828          6828          +244.929      +689.547      +706.41       +31.5363      -1284.37      -229.338      +1672.42      -1513.7       +158.717      
6829          6829          +228.828      +677.244      +706.148      +36.2158      -1259.53      -218.897      +1648.44      -1478.43      +170.006      
6830          6830          +221.664      +654.625      +699.021      +34.7627      -1284.69      -223.234      +1610.07      -1507.92      +102.151      
6831          6831          +220.583      +657.579      +709.084      +36.832       -1277         -233.327      +1624.08      -1510.33      +113.749      
6832          6832          +248.653      +666.321      +701.706      +32.2968      -1272.48      -235.409      +1648.98      -1507.89      +141.082      
6833          6833          +215.98       +695.829      +688.197      +39.687       -1280.36      -234.759      +1639.69      -1515.12      +124.571      
6834          6834          +226.655      +698.995      +695.336      +32.1945      -1281.55      -224.222      +1653.18      -1505.77      +147.407      
6835          6835          +221.649      +667.931      +682.142      +45.4173      -1270.36      -214.013      +1617.14      -1484.37      +132.77       
6836          6836          +256.565      +677.389      +682.21       +44.5932      -1256.79      -221.473      +1660.76      -1478.26      +182.495      
6837          6837          +202.369      +649.399      +692.571      +31.4722      -1246.87      -229.431      +1575.81      -1476.3       +99.5098      
6838          6838          +232.928      +658.389      +666.207      +34.2838      -1276.14      -231.585      +1591.81      -1507.73      +84.0793      
6839          6839          +216.032      +639.331      +679.205      +34.6586      -1236         -230.439      +1569.23      -1466.44      +102.783      
6840          6840          +224.04       +682.458      +687.394      +38.7549      -1274.09      -228.82       +1632.65      -1502.91      +129.738      
6841          6841          +231.167      +673.849      +686.74       +41.021       -1294.33      -226.119      +1632.78      -1520.45      +112.325      
6842          6842          +240.704      +639.399      +675.637      +36.5803      -1279.31      -209.392      +1592.32      -1488.71      +103.614      
6843          6843          +216.231      +670.487      +694.28       +49.8724      -1263.4       -232.224      +1630.87      -1495.63      +135.241      
6844          6844          +220.198      +672.976      +684.964      +36.7953      -1280.41      -226.084      +1614.93      -1506.49      +108.441      
6845          6845          +230.287      +640.145      +689.845      +37.8789      -1261.21      -209.742      +1598.16      -1470.95      +127.203      
6846          6846          +230.286      +664.515      +682.119      +40.4934      -1249.96      -222.1        +1617.41      -1472.06      +145.353      
6847          6847          +247.899      +682.844      +683.066      +36.3687      -1261.39      -242.745      +1650.18      -1504.14      +146.04       
6848          6848          +232.079      +646.037      +697.768      +36.379       -1272.28      -219.765      +1612.26      -1492.04      +120.219      
6849          6849          +226.853      +645.346      +702.103      +33.6207      -1234.35      -226.014      +1607.92      -1460.37      +147.556      
6850          6850          +246.111      +620.671      +677.313      +40.4846      -1247.06      -212.145      +1584.58      -1459.2       +125.375      
6851          6851          +241.589      +638.859      +696.167      +37.4917      -1303.41      -234.835      +1614.11      -1538.24      +75.8639      
6852          6852          +220.942      +668.569      +689.122      +33.8414      -1272.18      -224.487      +1612.47      -1496.66      +115.813      
6853          6853          +213.894      +732.38       +687.406      +42.3675      -1295.5       -224.722      +1676.05      -1520.22      +155.827      
6854          6854          +236.322      +664.889      +699.362      +31.2648      -1304.77      -233.679      +1631.84      -1538.45      +93.391       
6855          6855          +235.107      +649.47       +699.944      +38.6876      -1290.41      -234.643      +1623.21      -1525.05      +98.1605      
6856          6856          +224.723      +681.125      +676.831      +36.4986      -1268.98      -241.172      +1619.18      -1510.15      +109.024      
6857          6857          +214.711      +658.513      +705.76       +35.9201      -1273.84      -232.22       +1614.9       -1506.06      +108.845      
6858          6858          +229.125      +659.11       +675.91       +30.8197      -1305.35      -221.809      +1594.97      -1527.16      +67.8025      
6859          6859          +216.87       +680.494      +688.02       +42.3871      -1304.6       -221.582      +1627.77      -1526.18      +101.592      
6860          6860          +243.714      +677.312      +691.054      +40.8298      -1245.58      -233.09       +1652.91      -1478.67      +174.24       
6861          6861          +203.386      +664.188      +696.472      +36.7232      -1291.87      -213.776      +1600.77      -1505.65      +95.1193      
6862          6862          +233.801      +680.64       +687.489      +37.1591      -1283.65      -242.933      +1639.09      -1526.58      +112.508      
6863          6863          +224.256      +678.353      +683.498      +38.5625      -1262.61      -230.913      +1624.67      -1493.52      +131.149      
6864          6864          +248.078      +653.23       +686.165      +32.3813      -1294.63      -229.361      +1619.85      -1523.99      +95.8631      
6865          6865          +228.281      +659.841      +692.346      +39.7514      -1307.63      -239.09       +1620.22      -1546.72      +73.4976      
6866          6866          +221.895      +671.65       +694.958      +47.8861      -1287.82      -232.101      +1636.39      -1519.92      +116.473      
6867          6867          +217.734      +716.144      +682.237      +34.886       -1277.09      -211.168      +1651         -1488.26      +162.744      
6868          6868          +221.626      +703.611      +699.13       +34.1134      -1296.41      -217.887      +1658.48      -1514.3       +144.18       
6869          6869          +238.153      +700.502      +677.697      +30.8888      -1284.29      -228.906      +1647.24      -1513.2       +134.043      
6870          6870          +221.801      +656.154      +685.627      +36.1998      -1313.45      -211.901      +1599.78      -1525.35      +74.4273      
6871          6871          +233.806      +630.828      +698.289      +41.9476      -1300.84      -219.376      +1604.87      -1520.22      +84.6529      
6872          6872          +243.766      +634.204      +696.482      +32.9288      -1300.36      -206.639      +1607.38      -1506.99      +100.386      
6873          6873          +226.929      +676.827      +690.603      +35.1693      -1278.64      -225.375      +1629.53      -1504.02      +125.511      
6874          6874          +232.046      +647.52       +700.825      +36.076       -1301.66      -210.702      +1616.47      -1512.36      +104.109      
6875          6875          +226.325      +656.274      +688.9        +35.5461      -1292.47      -217.815      +1607.04      -1510.29      +96.7591      
6876          6876          +219.495      +644.318      +688.038      +37.1865      -1281.29      -218.182      +1589.04      -1499.47      +89.566       
6877          6877          +225.748      +698.993      +693.992      +29.8516      -1275.16      -229.762      +1648.58      -1504.92      +143.663      
6878          6878          +226.834      +655.107      +695.295      +45.9607      -1283.11      -215.592      +1623.2       -1498.71      +124.491      
6879          6879          +245.462      +669.037      +691.684      +29.7706      -1299.66      -214.971      +1635.95      -1514.63      +121.327      
6880          6880          +245.29       +655.835      +682.963      +37.0766      -1286.44      -222.193      +1621.16      -1508.63      +112.534      
6881          6881          +224.111      +686.615      +706.964      +38.6571      -1275.48      -231.435      +1656.35      -1506.91      +149.432      
6882          6882          +204.863      +657.114      +700.707      +38.8678      -1260.65      -220.934      +1601.55      -1481.58      +119.972      
6883          6883          +243.401      +672.4        +705.531      +35.747       -1301.16      -211.502      +1657.08      -1512.66      +144.416      
6884          6884          +230.884      +699.35       +685.965      +39.3108      -1315.14      -223.61       +1655.51      -1538.75      +116.758      
6885          6885          +230.193      +662.006      +666.019      +32.8788      -1300.93      -218.763      +1591.1       -1519.69      +71.4033      
6886          6886          +221.605      +660.044      +676.574      +35.1248      -1288.68      -206.38       +1593.35      -1495.06      +98.2878      
6887          6887          +204.77       +647.852      +691.328      +26.9684      -1278.33      -237.421      +1570.92      -1515.75      +55.169       
6888          6888          +236.109      +667.42       +697.581      +33.5293      -1273.25      -226.326      +1634.64      -1499.58      +135.061      
6889          6889          +212.654      +673.847      +708.755      +38.806       -1243.35      -206.359      +1634.06      -1449.71      +184.351      
6890          6890          +242.831      +676.809      +689.67       +34.5746      -1273.72      -236.201      +1643.88      -1509.92      +133.968      
6891          6891          +233.102      +720.603      +684.096      +34.129       -1291.9       -222.046      +1671.93      -1513.94      +157.986      
6892          6892          +226.036      +665.082      +695.924      +32.8083      -1291.34      -223.826      +1619.85      -1515.17      +104.684      
6893          6893          +228.119      +666.118      +702.354      +37.7575      -1290.23      -225.658      +1634.35      -1515.89      +118.456      
6894          6894          +222.081      +647.828      +690.573      +37.8223      -1326.72      -212.986      +1598.3       -1539.7       +58.6018      
6895          6895          +211.51       +659.905      +698.443      +34.7849      -1283.83      -221.133      +1604.64      -1504.96      +99.6781      
6896          6896          +224.862      +696.522      +679.468      +39.1235      -1307.23      -227.644      +1639.98      -1534.87      +105.103      
6897          6897          +240.539      +644.711      +687.715      +38.6366      -1267.04      -226.731      +1611.6       -1493.77      +117.828      
6898          6898          +246.284      +688.138      +703.704      +33.6946      -1296.69      -229.917      +1671.82      -1526.61      +145.215      
6899          6899          +229.374      +670.327      +694.244      +35.9815      -1281.46      -214.348      +1629.93      -1495.81      +134.117      
6900          6900          +187.75       +680.306      +671.957      +37.4377      -1291.69      -198.353      +1577.45      -1490.04      +87.4079      
6901          6901          +226.275      +662.323      +691.95       +31.7574      -1295.23      -223.536      +1612.31      -1518.76      +93.5426      
6902          6902          +244.197      +648.006      +694.809      +38.7464      -1298.98      -226.106      +1625.76      -1525.09      +100.673      
6903          6903          +244.56       +659.231      +695.772      +36.2288      -1309.59      -222.565      +1635.79      -1532.15      +103.639      
6904          6904          +228.914      +644.464      +699.05       +34.3596      -1317.09      -213.116      +1606.79      -1530.2       +76.5847      
6905          6905          +226.698      +652.296      +694.349      +31.2348      -1291.72      -220.994      +1604.58      -1512.71      +91.8651      
6906          6906          +242.711      +624.176      +688.026      +35.1596      -1280.64      -217.143      +1590.07      -1497.78      +92.2909      
6907          6907          +213.277      +662.514      +703.545      +32.8028      -1276.35      -219.316      +1612.14      -1495.67      +116.469      
6908          6908          +231.367      +634.647      +704.022      +38.0975      -1277.02      -243.723      +1608.13      -1520.75      +87.3867      
6909          6909          +231.339      +648.656      +705.061      +46.5989      -1259.1       -246.096      +1631.65      -1505.2       +126.455      
6910          6910          +205.061      +635.037      +698.678      +34.8966      -1249.75      -220.129      +1573.67      -1469.88      +103.793      
6911          6911          +226.602      +676.085      +707.988      +34.7964      -1244.15      -236.831      +1645.47      -1480.99      +164.486      
6912          6912          +215.022      +619.841      +704.923      +42.6896      -1252.11      -222.997      +1582.48      -1475.1       +107.373      
6913          6913          +215.204      +639.152      +706.172      +34.763       -1259.13      -228.676      +1595.29      -1487.81      +107.482      
6914          6914          +219.337      +646.958      +681.018      +39.0253      -1272.04      -228.508      +1586.34      -1500.55      +85.7913      
6915          6915          +246.548      +638.51       +685.114      +35.274       -1260.01      -242.568      +1605.44      -1502.58      +102.869      
6916          6916          +219.032      +677.48       +694.715      +35.6269      -1254.93      -236.852      +1626.85      -1491.78      +135.076      
6917          6917          +227.735      +628.291      +690.484      +37.9559      -1291.64      -220.119      +1584.47      -1511.76      +72.7089      
6918          6918          +215.685      +651.621      +682.539      +41.8845      -1290.55      -215.326      +1591.73      -1505.88      +85.8544      
6919          6919          +225.858      +632.955      +686.325      +40.6447      -1269.51      -224.572      +1585.78      -1494.09      +91.6969      
6920          6920          +213.817      +645.667      +693.417      +38.6221      -1256.09      -209.144      +1591.52      -1465.24      +126.287      
6921          6921          +224.983      +661.973      +708.581      +29.4314      -1247.46      -228.845      +1624.97      -1476.31      +148.659      
6922          6922          +206.624      +644.298      +699.723      +36.5664      -1268.79      -219.065      +1587.21      -1487.86      +99.3541      
6923          6923          +216.885      +616.651      +679.776      +36.2882      -1235.15      -219.514      +1549.6       -1454.66      +94.9394      
6924          6924          +230.942      +650.827      +683.173      +34.4736      -1262.53      -217.61       +1599.42      -1480.14      +119.278      
6925          6925          +233.9        +669.384      +674.624      +30.2084      -1267.21      -237.209      +1608.12      -1504.42      +103.694      
6926          6926          +223.172      +667.286      +679.596      +32.5969      -1258.32      -232.501      +1602.65      -1490.82      +111.833      
6927          6927          +248.773      +642.197      +672.821      +34.0389      -1257.5       -227.629      +1597.83      -1485.13      +112.701      
6928          6928          +220.719      +689.086      +682.934      +31.3269      -1267.01      -226.782      +1624.07      -1493.8       +130.27       
6929          6929          +254.425      +671.457      +692.129      +43.1859      -1263.66      -232.637      +1661.2       -1496.29      +164.902      
6930          6930          +233.328      +681.063      +681.701      +41.3218      -1255.73      -232.458      +1637.41      -1488.19      +149.221      
6931          6931          +234.588      +681.542      +674.911      +39.1351      -1278.49      -211.18       +1630.18      -1489.67      +140.507      
6932          6932          +222.322      +681.257      +675.427      +35.3449      -1247.02      -213.232      +1614.35      -1460.26      +154.094      
6933          6933          +229.73       +694.043      +694          +37.1812      -1266.25      -224.041      +1654.95      -1490.29      +164.662      
6934          6934          +224.112      +677.06       +684.458      +40.6674      -1272.24      -216.041      +1626.3       -1488.29      +138.012      
6935          6935          +216.647      +669.883      +692.665      +28.9029      -1261.24      -223.828      +1608.1       -1485.06      +123.033      
6936          6936          +234.117      +651.292      +699.518      +43.058       -1253.38      -235.444      +1627.99      -1488.82      +139.162      
6937          6937          +216.406      +677.015      +682.803      +35.6642      -1254.1       -226.63       +1611.89      -1480.73      +131.163      
6938          6938          +228.695      +648.587      +682.319      +36.6718      -1267.33      -217.938      +1596.27      -1485.26      +111.009      
6939          6939          +241.107      +640.128      +681.608      +30.2735      -1261.13      -226.634      +1593.12      -1487.77      +105.349      
6940          6940          +227.726      +653.035      +680.758      +36.8969      -1234.16      -238.986      +1598.42      -1473.15      +125.264      
6941          6941          +225.192      +660.001      +672.847      +41.9983      -1240.12      -223.221      +1600.04      -1463.35      +136.694      
6942          6942          +229.121      +674.031      +693.526      +30.683       -1266.79      -227.36       +1627.36      -1494.15      +133.211      
6943          6943          +230.346      +695.942      +687.673      +32.1986      -1259.62      -209.766      +1646.16      -1469.39      +176.772      
6944          6944          +225.525      +684.908      +668.867      +30.3497      -1242.28      -218.389      +1609.65      -1460.67      +148.981      
6945          6945          +233.584      +642.041      +682.938      +35.6825      -1242.94      -209.819      +1594.25      -1452.76      +141.485      
6946          6946          +217.768      +655.795      +698.03       +38.3322      -1247.17      -230.299      +1609.93      -1477.47      +132.455      
6947          6947          +243.21       +671.266      +672.571      +39.763       -1241.66      -209.184      +1626.81      -1450.84      +175.968      
6948          6948          +218.418      +663.101      +673.144      +38.6199      -1234.16      -216.325      +1593.28      -1450.48      +142.802      
6949          6949          +224.732      +647.809      +683.51       +31.0201      -1209.72      -212.7        +1587.07      -1422.42      +164.646      
6950          6950          +244.809      +664.904      +684.497      +37.0375      -1227.43      -220.023      +1631.25      -1447.45      +183.795      
6951          6951          +230.239      +668.165      +687.216      +35.9643      -1223.81      -212.689      +1621.58      -1436.5       +185.083      
6952          6952          +202.838      +640.201      +703.625      +33.4473      -1283.34      -214.569      +1580.11      -1497.91      +82.1987      
6953          6953          +242.168      +648.875      +694.871      +31.5342      -1256.34      -212.066      +1617.45      -1468.4       +149.045      
6954          6954          +232.198      +653.756      +690.754      +41.4535      -1250.52      -208.561      +1618.16      -1459.09      +159.076      
6955          6955          +233.092      +680.116      +703.31       +47.4639      -1270.32      -226.093      +1663.98      -1496.42      +167.565      
6956          6956          +234.011      +699.056      +685.254      +35.7451      -1251.33      -227.553      +1654.07      -1478.88      +175.187      
6957          6957          +221.084      +656.962      +691.431      +40.5972      -1226.07      -229.483      +1610.07      -1455.55      +154.523      
6958          6958          +242.846      +670.512      +694.636      +33.4539      -1246.94      -231.15       +1641.45      -1478.09      +163.356      
6959          6959          +235.696      +636.868      +689.961      +29.0681      -1208.87      -224.098      +1591.59      -1432.97      +158.628      
6960          6960          +229.258      +666.196      +685.772      +31.6259      -1232.98      -219.996      +1612.85      -1452.97      +159.879      
6961          6961          +242.675      +667.769      +685.855      +36.2505      -1234.84      -218.094      +1632.55      -1452.93      +179.62       
6962          6962          +224.155      +687.254      +690.562      +38.0356      -1220.99      -240.173      +1640.01      -1461.16      +178.842      
6963          6963          +231.846      +687.518      +678.244      +36.8967      -1218.35      -221.472      +1634.5       -1439.82      +194.684      
6964          6964          +210.567      +659.045      +707.242      +49.3256      -1225.64      -213.17       +1626.18      -1438.81      +187.367      
6965          6965          +212.064      +673.375      +690.268      +40.298       -1229.46      -221.919      +1616         -1451.38      +164.624      
6966          6966          +237.252      +696.284      +694.34       +43.4248      -1253.6       -224.815      +1671.3       -1478.41      +192.888      
6967          6967          +236.612      +687.915      +714.379      +37.6762      -1265.18      -238.782      +1676.58      -1503.96      +172.625      
6968          6968          +247.155      +645.122      +696.195      +41.7105      -1244.68      -231.118      +1630.18      -1475.8       +154.381      
6969          6969          +215.368      +677.284      +697.782      +37.7378      -1233.55      -206.65       +1628.17      -1440.2       +187.97       
6970          6970          +218.939      +713.862      +696.56       +37.2672      -1233.23      -222.205      +1666.63      -1455.44      +211.193      
6971          6971          +234.522      +701.297      +698.853      +40.0887      -1267.17      -223.648      +1674.76      -1490.82      +183.94       
6972          6972          +238.792      +656.923      +714.957      +36.4258      -1244.45      -224.443      +1647.1       -1468.89      +178.209      
6973          6973          +244.596      +652.555      +695.663      +42.2246      -1218.14      -223.64       +1635.04      -1441.78      +193.256      
6974          6974          +244.226      +663.374      +698.088      +35.8424      -1239.71      -212.05       +1641.53      -1451.76      +189.772      
6975          6975          +240.066      +650.62       +692.691      +36.386       -1228.26      -207.415      +1619.76      -1435.67      +184.088      
6976          6976          +231.851      +684.946      +683.062      +32.6869      -1250.79      -218.729      +1632.55      -1469.51      +163.03       
6977          6977          +222.415      +686.558      +701.317      +41.0546      -1266.53      -211.719      +1651.34      -1478.25      +173.093      
6978          6978          +240.99       +644.989      +688.971      +36.0688      -1254.13      -217.594      +1611.02      -1471.73      +139.29       
6979          6979          +218.055      +668.85       +685.933      +34.1987      -1255.96      -221.229      +1607.04      -1477.19      +129.846      
6980          6980          +226.818      +652.868      +699.391      +39.8516      -1242.26      -208.333      +1618.93      -1450.59      +168.338      
6981          6981          +245.947      +647.895      +704.35       +32.4135      -1249.95      -227.639      +1630.61      -1477.59      +153.018      
6982          6982          +229.645      +670.254      +698.716      +29.1542      -1226.03      -221.926      +1627.77      -1447.95      +179.816      
6983          6983          +218.896      +696.423      +697.132      +37.024       -1259.15      -214.521      +1649.48      -1473.67      +175.802      
6984          6984          +229.33       +648.093      +702.95       +33.5305      -1236.53      -212.629      +1613.9       -1449.15      +164.748      
6985          6985          +224.664      +627.446      +705.26       +44.2481      -1228.51      -211.068      +1601.62      -1439.57      +162.042      
6986          6986          +225.829      +675.488      +688.923      +32.1242      -1241.48      -212.159      +1622.37      -1453.63      +168.73       
6987          6987          +229.852      +674.351      +701.923      +34.8572      -1234.04      -211.123      +1640.98      -1445.16      +195.821      
6988          6988          +219.838      +674.667      +694.576      +39.0861      -1243.71      -216.694      +1628.17      -1460.4       +167.764      
6989          6989          +215.453      +647.256      +698.322      +33.3278      -1258.16      -213.154      +1594.36      -1471.31      +123.046      
6990          6990          +217.374      +660.99       +702.645      +36.7819      -1251.02      -240.173      +1617.79      -1491.19      +126.599      
6991          6991          +221.949      +677.856      +705.134      +29.0015      -1247.47      -227.379      +1633.94      -1474.85      +159.088      
6992          6992          +245.808      +654.028      +716.787      +41.1239      -1275.95      -213.934      +1657.75      -1489.88      +167.864      
6993          6993          +235.743      +660.997      +720.405      +33.7013      -1273.65      -208.237      +1650.85      -1481.88      +168.962      
6994          6994          +237.859      +677.265      +712.036      +41.1167      -1262.03      -224.288      +1668.28      -1486.32      +181.955      
6995          6995          +224.709      +669.981      +697.574      +37.2036      -1273.07      -215.855      +1629.47      -1488.92      +140.544      
6996          6996          +234.333      +656.106      +696.262      +35.5477      -1273.17      -220.01       +1622.25      -1493.18      +129.069      
6997          6997          +241.192      +676.637      +686.979      +40.6602      -1252.28      -232.938      +1645.47      -1485.22      +160.252      
6998          6998          +238.781      +675.312      +699.289      +30.8488      -1265.44      -230.923      +1644.23      -1496.36      +147.872      
