Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
1201          1201          +239.157      +700.821      +689.328      +41.922       -1205.49      -229.63       +1671.23      -1435.12      +236.107      
1202          1202          +227.164      +655.861      +674.582      +37.3529      -1207.33      -223.38       +1594.96      -1430.71      +164.25       
1203          1203          +228.24       +665.879      +681.762      +36.9092      -1204.56      -210.084      +1612.79      -1414.65      +198.143      
1204          1204          +231.365      +704.521      +679.242      +38.125       -1227.31      -203.331      +1653.25      -1430.64      +222.608      
1205          1205          +231.944      +660.185      +696.789      +46.5306      -1217.1       -220.179      +1635.45      -1437.28      +198.166      
1206          1206          +226.12       +672.729      +675.187      +38.604       -1194.31      -222.39       +1612.64      -1416.7       +195.938      
1207          1207          +222.513      +681.696      +685.355      +39.3449      -1200.42      -222.24       +1628.91      -1422.66      +206.246      
1208          1208          +228.486      +709.643      +678.704      +33.3007      -1210.53      -215.247      +1650.13      -1425.77      +224.361      
1209          1209          +218.165      +681.767      +682.964      +38.8012      -1185.87      -216.697      +1621.7       -1402.57      +219.126      
1210          1210          +225.758      +689.484      +690.64       +42.1648      -1200.69      -231.158      +1648.05      -1431.85      +216.199      
1211          1211          +218.802      +686.93       +690.498      +35.2725      -1151.28      -212.325      +1631.5       -1363.61      +267.896      
1212          1212          +230.409      +672.588      +692.129      +34.1208      -1142.05      -220.102      +1629.25      -1362.16      +267.09       
1213          1213          +220.317      +675.662      +680.984      +44.9093      -1145.68      -210.5        +1621.87      -1356.18      +265.694      
1214          1214          +228.121      +657.292      +695.8        +40.8427      -1154.39      -196.704      +1622.06      -1351.1       +270.958      
1215          1215          +235.613      +667.471      +681.998      +41.26        -1147.42      -222.629      +1626.34      -1370.05      +256.296      
1216          1216          +224.337      +676.447      +686.577      +35.451       -1171.6       -207.123      +1622.81      -1378.72      +244.09       
1217          1217          +217.519      +658.149      +694.062      +41.1386      -1147.4       -212.505      +1610.87      -1359.91      +250.962      
1218          1218          +210.758      +705.537      +689.375      +35.813       -1157.9       -218.177      +1641.48      -1376.08      +265.406      
1219          1219          +233.95       +651.455      +698.447      +37.8792      -1155.96      -223.566      +1621.73      -1379.53      +242.206      
1220          1220          +243.322      +646.827      +692.193      +36.434       -1177.44      -205.768      +1618.78      -1383.21      +235.564      
1221          1221          +240.311      +667.14       +689.856      +34.5801      -1167.68      -215.097      +1631.89      -1382.78      +249.11       
1222          1222          +218.664      +680.665      +682.483      +37.8807      -1175.5       -218.786      +1619.69      -1394.28      +225.41       
1223          1223          +252.393      +633.707      +680.143      +37.717       -1161.93      -186.252      +1603.96      -1348.18      +255.782      
1224          1224          +224.231      +691.526      +692.101      +47.3815      -1161.11      -212.275      +1655.24      -1373.38      +281.856      
1225          1225          +251.921      +639.092      +680.802      +46.6223      -1138.78      -224.84       +1618.44      -1363.62      +254.82       
1226          1226          +229.726      +682.714      +678.134      +44.162       -1150.42      -220.089      +1634.74      -1370.5       +264.233      
1227          1227          +242.935      +692.2        +682.266      +28.4248      -1160.08      -201.961      +1645.83      -1362.04      +283.786      
1228          1228          +217.72       +696.252      +687.137      +38.6007      -1147.99      -210.275      +1639.71      -1358.26      +281.449      
1229          1229          +234.192      +672.576      +696.727      +46.7534      -1128.78      -206.994      +1650.25      -1335.78      +314.471      
1230          1230          +265.202      +663.395      +681.083      +37.8346      -1137.11      -218.69       +1647.51      -1355.8       +291.712      
1231          1231          +221.455      +678.504      +693.837      +36.2809      -1117.83      -197.198      +1630.08      -1315.03      +315.044      
1232          1232          +219.459      +701.638      +675.42       +37.8641      -1167.8       -231.735      +1634.38      -1399.54      +234.842      
1233          1233          +234.636      +650.186      +684.065      +39.6844      -1139.84      -205.479      +1608.57      -1345.32      +263.247      
1234          1234          +238.619      +666.916      +686.678      +38.3704      -1176.33      -216.732      +1630.58      -1393.06      +237.523      
1235          1235          +237.358      +674.444      +695.798      +35.2022      -1175.3       -218.211      +1642.8       -1393.52      +249.286      
1236          1236          +228.844      +686.107      +703.942      +30.603       -1181.28      -214.91       +1649.5       -1396.19      +253.307      
1237          1237          +229.623      +681.721      +686.413      +35.9932      -1145.73      -248.268      +1633.75      -1394         +239.755      
1238          1238          +221.462      +645.615      +692.126      +46.5573      -1159.19      -220.046      +1605.76      -1379.23      +226.53       
1239          1239          +227.582      +643.351      +701.711      +45.8727      -1147.71      -207.045      +1618.52      -1354.76      +263.759      
1240          1240          +235.495      +683.568      +690.332      +34.6172      -1162.23      -219.637      +1644.01      -1381.87      +262.146      
1241          1241          +235.881      +668.033      +681.967      +38.3495      -1129.17      -220.831      +1624.23      -1350         +274.234      
1242          1242          +205.382      +694.379      +703.516      +37.0376      -1127.14      -218.679      +1640.32      -1345.82      +294.496      
1243          1243          +235.64       +689.282      +696.315      +47.1651      -1114.16      -213.253      +1668.4       -1327.41      +340.988      
1244          1244          +245.334      +697.525      +692.611      +40.989       -1131.76      -239.538      +1676.46      -1371.29      +305.164      
1245          1245          +228.934      +677.522      +690.747      +42.7849      -1095.76      -223.065      +1639.99      -1318.82      +321.166      
1246          1246          +253.993      +667.418      +698.951      +37.2007      -1150.49      -202.173      +1657.56      -1352.66      +304.902      
1247          1247          +248.826      +700.199      +686.259      +39.4682      -1167.53      -202.082      +1674.75      -1369.62      +305.137      
1248          1248          +234.792      +673.581      +709.289      +31.2576      -1166.46      -225.281      +1648.92      -1391.75      +257.173      
1249          1249          +248.729      +657.474      +675.458      +42.0642      -1141.55      -206.741      +1623.73      -1348.29      +275.437      
1250          1250          +217.787      +681.294      +689.087      +47.8284      -1158.57      -207.568      +1636         -1366.13      +269.864      
1251          1251          +228.717      +669.233      +688.916      +36.9493      -1158.94      -221.15       +1623.82      -1380.09      +243.728      
1252          1252          +244.154      +643.668      +690.258      +37.2921      -1137.87      -207.937      +1615.37      -1345.81      +269.565      
1253          1253          +225.476      +671.012      +677.873      +37.5152      -1123.33      -229.838      +1611.88      -1353.17      +258.71       
1254          1254          +210.02       +647.041      +675.003      +41.7908      -1134.23      -217.679      +1573.85      -1351.91      +221.945      
1255          1255          +223.527      +672.831      +706.53       +37.6218      -1152.99      -214.962      +1640.51      -1367.95      +272.562      
1256          1256          +254.348      +692.052      +711.924      +42.3097      -1173.43      -198.283      +1700.63      -1371.71      +328.924      
1257          1257          +228.585      +689.447      +684.759      +39.1058      -1134.52      -213.587      +1641.9       -1348.11      +293.786      
1258          1258          +218.571      +704.852      +698.644      +44.6379      -1136.5       -207.203      +1666.71      -1343.71      +323          
1259          1259          +216.921      +670.465      +706.064      +39.0886      -1111.28      -205.544      +1632.54      -1316.82      +315.716      
1260          1260          +232.236      +698.295      +702.981      +38.4252      -1130.5       -225.603      +1671.94      -1356.11      +315.832      
1261          1261          +221.496      +686.344      +683.542      +38.6398      -1110.52      -213.686      +1630.02      -1324.2       +305.819      
1262          1262          +228.627      +695.774      +676.397      +38.7095      -1107.45      -230.852      +1639.51      -1338.3       +301.203      
1263          1263          +220.184      +675.81       +704.532      +37.9223      -1099.38      -201.337      +1638.45      -1300.72      +337.731      
1264          1264          +232.237      +698.883      +699.831      +42.8651      -1127.84      -219.071      +1673.82      -1346.91      +326.908      
1265          1265          +234.443      +664.777      +686.67       +38.9039      -1129.5       -204.817      +1624.79      -1334.32      +290.476      
1266          1266          +231.22       +698.737      +689.684      +36.297       -1144.07      -215.097      +1655.94      -1359.17      +296.77       
1267          1267          +242.506      +672.542      +693.841      +38.6035      -1113.46      -206.594      +1647.49      -1320.05      +327.438      
1268          1268          +221.152      +704.539      +696.381      +34.2251      -1098.94      -225.871      +1656.3       -1324.81      +331.484      
1269          1269          +218.737      +706.904      +687.861      +39.5646      -1132.13      -220.732      +1653.07      -1352.86      +300.206      
1270          1270          +231.374      +686.384      +696.282      +43.4567      -1134.33      -186.909      +1657.5       -1321.24      +336.253      
1271          1271          +213.131      +705.586      +694.395      +40.1609      -1115.77      -230.075      +1653.27      -1345.84      +307.431      
1272          1272          +235.341      +677.402      +698.689      +49.1086      -1128.9       -217.713      +1660.54      -1346.61      +313.925      
1273          1273          +236.806      +673.732      +706.627      +34.7861      -1128.31      -232.134      +1651.95      -1360.44      +291.508      
1274          1274          +230.699      +714.256      +693.861      +34.2964      -1130.86      -220.298      +1673.11      -1351.16      +321.956      
1275          1275          +216.984      +687.26       +691.313      +30.2728      -1094.36      -196.66       +1625.83      -1291.02      +334.814      
1276          1276          +216.869      +686.804      +702.247      +42.9155      -1098.89      -210.791      +1648.83      -1309.69      +339.148      
1277          1277          +241.679      +673.322      +704.812      +41.8903      -1126.06      -207.667      +1661.7       -1333.72      +327.979      
1278          1278          +233.646      +714.771      +699.927      +39.0206      -1123.71      -216.659      +1687.36      -1340.37      +346.991      
1279          1279          +249.401      +666.937      +710.249      +37.3257      -1121.83      -229.06       +1663.91      -1350.89      +313.022      
1280          1280          +219.888      +654.257      +709.601      +40.759       -1120.25      -212.132      +1624.51      -1332.38      +292.122      
1281          1281          +245.22       +706.136      +697.423      +41.8167      -1174.21      -227.741      +1690.6       -1401.95      +288.641      
1282          1282          +208.439      +699.243      +687.513      +37.8181      -1168.97      -213.59       +1633.01      -1382.56      +250.458      
1283          1283          +238.111      +685.839      +714.617      +38.5705      -1146.01      -224.793      +1677.14      -1370.8       +306.333      
1284          1284          +231.68       +655.127      +708.582      +36.377       -1155.21      -210.959      +1631.77      -1366.17      +265.6        
1285          1285          +239.546      +660.813      +716.342      +40.0188      -1162.76      -238.066      +1656.72      -1400.83      +255.89       
1286          1286          +223.951      +693.83       +693.213      +37.2732      -1183.92      -220.199      +1648.27      -1404.12      +244.144      
1287          1287          +212.675      +655.316      +700.884      +38.4318      -1177.08      -233.583      +1607.31      -1410.66      +196.646      
1288          1288          +235.184      +633.362      +697.453      +45.4723      -1165.36      -223.21       +1611.47      -1388.57      +222.903      
1289          1289          +220.674      +677.394      +704.688      +38.7004      -1174.77      -224.945      +1641.46      -1399.71      +241.747      
1290          1290          +220.573      +667.456      +707.598      +37.7597      -1151.95      -233.249      +1633.39      -1385.2       +248.192      
1291          1291          +234.003      +662.735      +699.412      +33.2691      -1151.51      -211.403      +1629.42      -1362.92      +266.502      
1292          1292          +236.893      +666.342      +680.217      +45.4851      -1141.46      -214.595      +1628.94      -1356.06      +272.878      
1293          1293          +202.731      +642.905      +693.844      +42.6479      -1150.77      -213.13       +1582.13      -1363.9       +218.226      
1294          1294          +243.56       +670.162      +697.957      +34.7792      -1170.24      -212.979      +1646.46      -1383.22      +263.242      
1295          1295          +251.669      +670.903      +702.492      +41.2332      -1137.36      -226.941      +1666.3       -1364.3       +301.995      
1296          1296          +205.586      +695.183      +706.882      +41.1607      -1158.61      -224.889      +1648.81      -1383.5       +265.317      
1297          1297          +231.799      +678.593      +702.807      +35.7784      -1173.64      -225.809      +1648.98      -1399.45      +249.531      
1298          1298          +227.532      +708.339      +691.717      +47.412       -1169.86      -200.035      +1675         -1369.89      +305.109      
1299          1299          +224.151      +693.947      +691.141      +39.3614      -1109.52      -220.706      +1648.6       -1330.22      +318.375      
1300          1300          +243.897      +661.537      +688.213      +34.5818      -1120.08      -230.194      +1628.23      -1350.27      +277.954      
1301          1301          +219.849      +659.079      +697.024      +46.152       -1105.72      -221.53       +1622.1       -1327.25      +294.859      
1302          1302          +227.54       +665.677      +686.569      +43.2717      -1132.49      -211.303      +1623.06      -1343.79      +279.264      
1303          1303          +227.393      +663.802      +701.49       +44.6408      -1130.88      -221.764      +1637.33      -1352.64      +284.684      
1304          1304          +216.097      +680.359      +707.165      +35.5048      -1141.58      -219.043      +1639.13      -1360.62      +278.505      
1305          1305          +245.246      +664.073      +706.069      +38.8318      -1119.27      -239.488      +1654.22      -1358.76      +295.464      
1306          1306          +231.377      +680.313      +681.016      +38.9637      -1120.02      -221.822      +1631.67      -1341.84      +289.826      
1307          1307          +212.335      +686.067      +703.098      +37.4514      -1146.51      -238.953      +1638.95      -1385.46      +253.487      
1308          1308          +219.193      +688.164      +696.686      +38.4237      -1160.33      -229.992      +1642.47      -1390.32      +252.143      
1309          1309          +214.669      +637.419      +700.305      +34.896       -1139.31      -217.762      +1587.29      -1357.08      +230.215      
1310          1310          +229.418      +676.823      +687.576      +33.6326      -1121.82      -221.845      +1627.45      -1343.67      +283.784      
1311          1311          +212.32       +669.898      +701.668      +36.2909      -1132.46      -212.757      +1620.18      -1345.22      +274.955      
1312          1312          +219.226      +673.642      +687.734      +35.5428      -1155.52      -208.245      +1616.15      -1363.77      +252.379      
1313          1313          +207.993      +687.763      +695.241      +35.2167      -1129.36      -222.484      +1626.21      -1351.84      +274.37       
1314          1314          +232.74       +671.339      +682.738      +42.1819      -1150.72      -215.336      +1629         -1366.05      +262.945      
1315          1315          +214.375      +673.077      +691.115      +31.6548      -1127.35      -219.69       +1610.22      -1347.04      +263.185      
1316          1316          +239.502      +657.949      +686.485      +29.8623      -1114.91      -212.599      +1613.8       -1327.51      +286.284      
1317          1317          +246.624      +703.457      +684.117      +30.8036      -1164.97      -233.445      +1665         -1398.41      +266.589      
1318          1318          +258.009      +654.528      +696.481      +44.9168      -1190.28      -239.157      +1653.93      -1429.44      +224.494      
1319          1319          +243.068      +655.709      +691.181      +36.566       -1190.77      -210.207      +1626.52      -1400.98      +225.543      
1320          1320          +201.133      +689.509      +690.188      +38.1434      -1137.94      -219.242      +1618.97      -1357.18      +261.794      
1321          1321          +245.774      +645.931      +696.53       +42.8148      -1162.59      -215.591      +1631.05      -1378.18      +252.872      
1322          1322          +252.151      +689.511      +696.548      +36.2672      -1177.9       -224.842      +1674.48      -1402.75      +271.73       
1323          1323          +225.164      +678.716      +672.838      +49.6542      -1172.59      -214.234      +1626.37      -1386.82      +239.553      
1324          1324          +235.038      +705.314      +695.98       +41.1649      -1164.38      -209.161      +1677.5       -1373.54      +303.961      
1325          1325          +260.412      +646.984      +687.567      +37.2713      -1155.95      -206.62       +1632.23      -1362.57      +269.662      
1326          1326          +224.908      +655.003      +686.911      +38.8706      -1156.81      -224.453      +1605.69      -1381.27      +224.425      
1327          1327          +237.323      +684.516      +699.197      +36.1365      -1189.11      -226.332      +1657.17      -1415.44      +241.732      
1328          1328          +233.14       +707.667      +703.402      +39.1532      -1195.67      -215.969      +1683.36      -1411.64      +271.726      
1329          1329          +254.131      +623.262      +700.812      +29.3125      -1176.38      -210.749      +1607.52      -1387.12      +220.393      
1330          1330          +236.185      +652.431      +692.924      +40.7936      -1170.56      -221.425      +1622.33      -1391.98      +230.354      
1331          1331          +217.761      +698.834      +687.695      +42.9042      -1169.1       -220.102      +1647.19      -1389.2       +257.995      
1332          1332          +232.828      +669.089      +687.54       +36.4598      -1185.91      -230.129      +1625.92      -1416.04      +209.875      
1333          1333          +232.484      +668.59       +694.499      +34.4628      -1193.79      -225.288      +1630.04      -1419.08      +210.955      
1334          1334          +232.147      +650.127      +689.954      +35.4497      -1201.79      -228.319      +1607.68      -1430.11      +177.572      
1335          1335          +224.826      +640.949      +674.715      +32.1134      -1201.09      -216.121      +1572.6       -1417.22      +155.388      
1336          1336          +223.042      +657.608      +691.245      +37.9985      -1179.71      -232.788      +1609.89      -1412.5       +197.394      
1337          1337          +244.694      +656.055      +688.595      +37.6614      -1186.18      -221.057      +1627.01      -1407.24      +219.768      
1338          1338          +231.619      +628.242      +685.651      +35.716       -1182.18      -217.608      +1581.23      -1399.79      +181.436      
1339          1339          +220.857      +665.652      +683.447      +40.5466      -1175.97      -212.229      +1610.5       -1388.2       +222.305      
1340          1340          +217.761      +653.975      +671.269      +37.5281      -1180.89      -203.652      +1580.53      -1384.54      +195.995      
1341          1341          +230.415      +659.701      +698.057      +37.8937      -1188.58      -219.432      +1626.07      -1408.01      +218.055      
1342          1342          +218.736      +678.243      +682.325      +38.458       -1160.59      -256.592      +1617.76      -1417.18      +200.578      
1343          1343          +217.497      +666.309      +678.708      +43.6907      -1158.14      -236.131      +1606.2       -1394.27      +211.933      
1344          1344          +211.448      +643.292      +711.608      +41.8192      -1145.26      -213.98       +1608.17      -1359.24      +248.927      
1345          1345          +240.697      +685.928      +691.011      +47.2602      -1182.95      -221.958      +1664.9       -1404.91      +259.984      
1346          1346          +236.596      +659.948      +699.41       +39.8175      -1160.49      -225.284      +1635.77      -1385.78      +249.997      
1347          1347          +229.693      +664.201      +696.365      +35.8942      -1161.81      -208.641      +1626.15      -1370.45      +255.701      
1348          1348          +233.917      +670.312      +698.284      +43.1729      -1176.2       -229.162      +1645.69      -1405.36      +240.326      
1349          1349          +224.181      +696.887      +689.78       +43.7484      -1152.51      -225.465      +1654.6       -1377.97      +276.624      
1350          1350          +228.614      +694.074      +689.056      +40.4031      -1162.66      -231.828      +1652.15      -1394.49      +257.661      
1351          1351          +253.59       +654.088      +692.42       +43.4257      -1162.68      -231.34       +1643.52      -1394.02      +249.505      
1352          1352          +231.201      +702.555      +696.732      +31.5881      -1169.81      -239.409      +1662.08      -1409.22      +252.852      
1353          1353          +250.014      +667.401      +698.98       +35.1447      -1172.67      -210.539      +1651.54      -1383.21      +268.328      
1354          1354          +210.023      +682.271      +704.204      +43.2155      -1158.76      -204.988      +1639.71      -1363.75      +275.966      
1355          1355          +220.037      +635.793      +695.608      +34.2317      -1166.51      -237.982      +1585.67      -1404.49      +181.175      
1356          1356          +262.012      +674.821      +699.795      +36.0768      -1197.74      -220.247      +1672.7       -1417.99      +254.714      
1357          1357          +230.919      +672.697      +698.17       +35.6354      -1151.11      -227.959      +1637.42      -1379.06      +258.358      
1358          1358          +237.868      +693.117      +677.522      +30.4018      -1191.62      -218.672      +1638.91      -1410.29      +228.619      
1359          1359          +247.12       +633.23       +677.006      +31.1458      -1151.14      -207.168      +1588.5       -1358.31      +230.193      
1360          1360          +196.317      +646.498      +686.445      +40.4521      -1150.65      -211.392      +1569.71      -1362.05      +207.666      
1361          1361          +222.368      +639.822      +676.571      +39.9456      -1154.53      -219.299      +1578.71      -1373.83      +204.881      
1362          1362          +221.694      +678.327      +685.129      +40.0582      -1180.48      -218.398      +1625.21      -1398.88      +226.328      
1363          1363          +243.257      +667.572      +696.281      +35.6802      -1161.59      -204.784      +1642.79      -1366.38      +276.413      
1364          1364          +214.643      +670.223      +689.98       +38.9063      -1161.15      -223.558      +1613.75      -1384.71      +229.043      
1365          1365          +226.301      +692.251      +682.668      +41.3136      -1200.17      -219.703      +1642.53      -1419.88      +222.658      
1366          1366          +212.994      +694.154      +697.685      +37.8542      -1200.18      -230.484      +1642.69      -1430.66      +212.025      
1367          1367          +218.58       +682.551      +680.522      +41.2503      -1161.44      -215.955      +1622.9       -1377.39      +245.511      
1368          1368          +220.236      +643.776      +696.014      +42.2348      -1152.54      -211.932      +1602.26      -1364.47      +237.786      
1369          1369          +237.187      +657.288      +692.793      +37.5811      -1187.42      -234.578      +1624.85      -1422         +202.851      
1370          1370          +226.988      +667.499      +686.54       +34.2285      -1159.66      -222.41       +1615.25      -1382.07      +233.181      
1371          1371          +232.264      +656.483      +684.514      +37.0291      -1142.15      -231.434      +1610.29      -1373.59      +236.702      
1372          1372          +211.411      +696.979      +682.717      +38.5685      -1176.22      -213.099      +1629.68      -1389.31      +240.362      
1373          1373          +236.983      +654.061      +687.66       +40.0358      -1148.68      -241.168      +1618.74      -1389.84      +228.896      
1374          1374          +230.622      +648.724      +694.861      +39.4875      -1120.02      -205.528      +1613.69      -1325.55      +288.144      
1375          1375          +233.416      +665.77       +661.78       +37.6491      -1143.06      -217.009      +1598.61      -1360.07      +238.547      
1376          1376          +234.525      +663.57       +679.607      +36.8163      -1146.62      -225.696      +1614.52      -1372.32      +242.198      
1377          1377          +201.957      +657.481      +697.051      +37.4546      -1117.88      -218.412      +1593.94      -1336.29      +257.65       
1378          1378          +222.032      +630.428      +698.499      +48.0267      -1103.36      -224.551      +1598.99      -1327.92      +271.07       
1379          1379          +212.974      +655.749      +685.741      +31.7116      -1136.54      -220.662      +1586.18      -1357.2       +228.976      
1380          1380          +217.4        +638.292      +689.361      +33.9956      -1148.62      -227.476      +1579.05      -1376.09      +202.953      
1381          1381          +214.666      +640.936      +697.426      +38.1147      -1177.15      -219.183      +1591.14      -1396.34      +194.804      
1382          1382          +233.278      +665.391      +682.965      +33.0233      -1137.74      -227.517      +1614.66      -1365.26      +249.396      
1383          1383          +213.246      +653.523      +711.819      +33.8475      -1152.01      -216.222      +1612.43      -1368.23      +244.205      
1384          1384          +245.51       +707.049      +692.459      +32.2358      -1169.84      -220.554      +1677.25      -1390.39      +286.863      
1385          1385          +239.543      +686.941      +696.442      +37.5847      -1156.89      -230.707      +1660.51      -1387.6       +272.917      
1386          1386          +225.18       +673.68       +690.103      +40.0665      -1170.47      -210.534      +1629.03      -1381.01      +248.023      
1387          1387          +201.685      +681.529      +686.593      +38.1921      -1163.33      -226.238      +1608         -1389.57      +218.435      
1388          1388          +215.144      +690.197      +694.922      +28.7833      -1185.1       -224.622      +1629.05      -1409.73      +219.322      
1389          1389          +211.678      +659.268      +697.177      +36.7186      -1184.17      -199.181      +1604.84      -1383.35      +221.493      
1390          1390          +215.341      +650.371      +692.187      +32.4271      -1164.66      -210.893      +1590.33      -1375.55      +214.775      
1391          1391          +213.169      +678.403      +701.128      +37.458       -1120.21      -233.11       +1630.16      -1353.32      +276.835      
1392          1392          +236.932      +696.139      +686.427      +32.3188      -1144.75      -229.789      +1651.82      -1374.54      +277.276      
1393          1393          +238.846      +662.65       +667.966      +37.5745      -1163.16      -218.113      +1607.04      -1381.27      +225.768      
1394          1394          +225.785      +666.108      +693.74       +38.7696      -1148.27      -205.559      +1624.4       -1353.83      +270.569      
1395          1395          +212.998      +687.36       +678.45       +29.5246      -1165.57      -205.203      +1608.33      -1370.77      +237.563      
1396          1396          +236.184      +660.904      +683.806      +46.9517      -1166.42      -226.116      +1627.85      -1392.54      +235.307      
1397          1397          +203.35       +671.735      +697.413      +43.2874      -1145.03      -224.604      +1615.79      -1369.64      +246.147      
1398          1398          +219.804      +680.242      +671.371      +37.041       -1153.07      -228.305      +1608.46      -1381.37      +227.088      
1399          1399          +244.864      +652.547      +673.696      +41.2111      -1149.79      -236.505      +1612.32      -1386.29      +226.024      
1400          1400          +218.466      +667.73       +689.005      +36.3618      -1144.82      -209.026      +1611.56      -1353.85      +257.715      
1401          1401          +225.924      +685.77       +694.66       +38.9121      -1159.06      -233.953      +1645.27      -1393.02      +252.249      
1402          1402          +235.796      +652.623      +695.715      +34.5092      -1159.08      -219.826      +1618.64      -1378.9       +239.739      
1403          1403          +197.78       +688.792      +674.954      +38.8796      -1163.85      -202.142      +1600.41      -1365.99      +234.415      
1404          1404          +223.421      +695.566      +683.03       +37.4849      -1150.59      -238.855      +1639.5       -1389.45      +250.054      
1405          1405          +248.684      +684.606      +683.217      +35.1681      -1164.86      -216.395      +1651.67      -1381.25      +270.422      
1406          1406          +224.788      +667.987      +696.436      +37.7169      -1171.63      -208.133      +1626.93      -1379.76      +247.164      
1407          1407          +225.018      +686.99       +682.525      +37.785       -1133.64      -223.669      +1632.32      -1357.31      +275.006      
1408          1408          +206.051      +660.489      +690.126      +44.6116      -1122.48      -222.171      +1601.28      -1344.65      +256.63       
1409          1409          +233.926      +676.099      +678.46       +37.7693      -1142.08      -237.029      +1626.25      -1379.11      +247.149      
1410          1410          +219.986      +655.755      +703.402      +40.8883      -1122.76      -216.06       +1620.03      -1338.82      +281.209      
1411          1411          +230.033      +692.445      +685.325      +36.2044      -1147.45      -216.368      +1644.01      -1363.82      +280.184      
1412          1412          +231.5        +637.027      +688.495      +41.1199      -1144.09      -195.93       +1598.14      -1340.02      +258.123      
1413          1413          +226.1        +648.745      +705.761      +37.7797      -1137.04      -223.675      +1618.39      -1360.72      +257.667      
1414          1414          +215.695      +647.843      +690.497      +33.1631      -1114.56      -210.365      +1587.2       -1324.93      +262.269      
1415          1415          +210.221      +685.06       +697.975      +33.5733      -1120.89      -211.646      +1626.83      -1332.53      +294.296      
1416          1416          +219.707      +672.418      +691.617      +42.2529      -1117.41      -236.1        +1626         -1353.51      +272.482      
1417          1417          +246.315      +664.68       +686.01       +34.9643      -1133.51      -211.694      +1631.97      -1345.21      +286.763      
1418          1418          +207.891      +720.076      +696.492      +32.6108      -1148.64      -215.861      +1657.07      -1364.51      +292.563      
1419          1419          +220.96       +646.264      +681.047      +35.2823      -1121.28      -220.428      +1583.55      -1341.7       +241.849      
1420          1420          +233.382      +680.073      +696.741      +35.1602      -1110.66      -223.335      +1645.36      -1333.99      +311.365      
1421          1421          +223.271      +687.646      +679.798      +38.9017      -1113.46      -226.085      +1629.62      -1339.54      +290.075      
1422          1422          +214.125      +693.823      +681.993      +43.3972      -1129.68      -208.519      +1633.34      -1338.2       +295.134      
1423          1423          +240.445      +684.897      +692.945      +40.1064      -1149.62      -225.167      +1658.39      -1374.79      +283.602      
1424          1424          +208.919      +685.691      +711.579      +38.81        -1125.61      -218.039      +1645         -1343.65      +301.347      
1425          1425          +224.13       +683.616      +707.823      +34.0481      -1138.82      -227.774      +1649.62      -1366.59      +283.024      
1426          1426          +243.738      +666.011      +706.32       +32.9956      -1140.61      -227.217      +1649.06      -1367.83      +281.236      
1427          1427          +230.022      +670.619      +695.973      +26.1524      -1128.37      -217.714      +1622.77      -1346.08      +276.682      
1428          1428          +219.334      +660.404      +702.721      +39.4132      -1131.62      -217.995      +1621.87      -1349.61      +272.259      
1429          1429          +214.709      +641.397      +685.799      +36.2273      -1130.08      -236.771      +1578.13      -1366.86      +211.277      
1430          1430          +242.826      +650.342      +691.478      +38.8329      -1132.95      -223.697      +1623.48      -1356.65      +266.83       
1431          1431          +248.483      +635.109      +690.143      +37.0253      -1160.51      -228.164      +1610.76      -1388.68      +222.081      
1432          1432          +239.917      +680.578      +688.472      +32.5691      -1139.76      -234.914      +1641.54      -1374.68      +266.859      
1433          1433          +221.607      +655.587      +684.961      +29.9785      -1108.83      -234.835      +1592.13      -1343.67      +248.467      
1434          1434          +220.111      +676.169      +698.72       +41.4927      -1144.63      -213.829      +1636.49      -1358.46      +278.03       
1435          1435          +240.458      +663.662      +703.522      +26.2752      -1138.56      -215.751      +1633.92      -1354.31      +279.608      
1436          1436          +217.687      +665.054      +702.731      +46.6235      -1137.96      -203.659      +1632.1       -1341.62      +290.473      
1437          1437          +243.507      +670.972      +696.13       +41.2808      -1149.25      -211.56       +1651.89      -1360.81      +291.084      
1438          1438          +232.449      +657.66       +690.939      +44.2821      -1135.88      -235.209      +1625.33      -1371.09      +254.244      
1439          1439          +217.828      +677.528      +691.232      +41.2458      -1134.26      -215.318      +1627.83      -1349.58      +278.253      
1440          1440          +202.012      +658.652      +704.807      +41.3657      -1100.78      -235.711      +1606.84      -1336.49      +270.342      
1441          1441          +230.357      +673.764      +693.201      +41.6021      -1105.94      -249.582      +1638.92      -1355.53      +283.399      
1442          1442          +242.72       +667.149      +693.895      +45.3804      -1156.82      -220.225      +1649.14      -1377.04      +272.103      
1443          1443          +204.335      +655.434      +692.53       +35.8208      -1122.39      -219.324      +1588.12      -1341.71      +246.405      
1444          1444          +218.283      +653.347      +702.002      +41.254       -1146.56      -205.036      +1614.89      -1351.6       +263.289      
1445          1445          +241.357      +699.6        +690.539      +30.1576      -1157.05      -224.149      +1661.65      -1381.2       +280.448      
1446          1446          +208.833      +686.433      +686.228      +43.3114      -1130.52      -234.75       +1624.8       -1365.27      +259.535      
1447          1447          +205.1        +674.918      +682.681      +37.4176      -1133.73      -221.181      +1600.12      -1354.91      +245.202      
1448          1448          +248.26       +660.613      +690.884      +42.7992      -1130.51      -226.453      +1642.56      -1356.96      +285.592      
1449          1449          +236.26       +662.732      +688.526      +42.9819      -1152.36      -227.162      +1630.5       -1379.53      +250.974      
1450          1450          +236.716      +676.755      +674.197      +41.9941      -1144.12      -238.417      +1629.66      -1382.54      +247.127      
